  2.42	24272	24272	U	0	unclassified
 97.58	976700	5333	R	1	root
 95.25	953459	47	R1	131567	  cellular organisms
 92.88	929673	0	D	2759	    Eukaryota
 92.88	929673	0	D1	33154	      Opisthokonta
 92.88	929673	0	K	33208	        Metazoa
 92.88	929673	0	K1	6072	          Eumetazoa
 92.88	929673	0	K2	33213	            Bilateria
 92.88	929673	0	K3	33511	              Deuterostomia
 92.88	929673	0	P	7711	                Chordata
 92.88	929673	0	P1	89593	                  Craniata
 92.88	929673	0	P2	7742	                    Vertebrata
 92.88	929673	0	P3	7776	                      Gnathostomata
 92.88	929673	0	P4	117570	                        Teleostomi
 92.88	929673	0	P5	117571	                          Euteleostomi
 92.88	929673	0	P6	8287	                            Sarcopterygii
 92.88	929673	0	P7	1338369	                              Dipnotetrapodomorpha
 92.88	929673	0	P8	32523	                                Tetrapoda
 92.88	929673	0	P9	32524	                                  Amniota
 92.88	929673	0	C	40674	                                    Mammalia
 92.88	929673	0	C1	32525	                                      Theria
 92.88	929673	0	C2	9347	                                        Eutheria
 92.88	929673	0	C3	1437010	                                          Boreoeutheria
 92.88	929673	0	C4	314146	                                            Euarchontoglires
 92.88	929673	0	O	9443	                                              Primates
 92.88	929673	0	O1	376913	                                                Haplorrhini
 92.88	929673	0	O2	314293	                                                  Simiiformes
 92.88	929673	0	O3	9526	                                                    Catarrhini
 92.88	929673	0	O4	314295	                                                      Hominoidea
 92.88	929673	0	F	9604	                                                        Hominidae
 92.88	929673	0	F1	207598	                                                          Homininae
 92.88	929673	0	G	9605	                                                            Homo
 92.88	929673	929673	S	9606	                                                              Homo sapiens
  2.37	23728	6119	D	2	    Bacteria
  1.03	10291	22	P	1224	      Proteobacteria
  0.98	9767	25	C	1236	        Gammaproteobacteria
  0.89	8900	1	O	91347	          Enterobacterales
  0.89	8882	1	F	543	            Enterobacteriaceae
  0.88	8850	0	F1	2890311	              Klebsiella/Raoultella group
  0.88	8849	8692	G	570	                Klebsiella
  0.02	155	155	S	573	                  Klebsiella pneumoniae
  0.00	2	2	S	2058152	                  Klebsiella grimontii
  0.00	1	0	G	160674	                Raoultella
  0.00	1	1	S	575	                  Raoultella planticola
  0.00	21	0	G	561	              Escherichia
  0.00	21	21	S	562	                Escherichia coli
  0.00	3	0	G	547	              Enterobacter
  0.00	3	0	G1	354276	                Enterobacter cloacae complex
  0.00	3	3	S	158836	                  Enterobacter hormaechei
  0.00	3	0	G	1330547	              Kosakonia
  0.00	2	0	G1	2632876	                unclassified Kosakonia
  0.00	2	2	S	2067958	                  Kosakonia sp. MUSA4
  0.00	1	1	S	551989	                Kosakonia arachidis
  0.00	2	1	G	413496	              Cronobacter
  0.00	1	0	S	1163710	                Cronobacter condimenti
  0.00	1	1	S1	1073999	                  Cronobacter condimenti 1330
  0.00	1	0	G	544	              Citrobacter
  0.00	1	0	G1	1344959	                Citrobacter freundii complex
  0.00	1	1	S	1639133	                  Citrobacter portucalensis
  0.00	1	1	G	590	              Salmonella
  0.00	7	0	F	1903409	            Erwiniaceae
  0.00	3	1	G	53335	              Pantoea
  0.00	1	1	S	470934	                Pantoea vagans
  0.00	1	0	G1	1654067	                Pantoea agglomerans group
  0.00	1	1	S	549	                  Pantoea agglomerans
  0.00	2	0	G	32199	              Buchnera
  0.00	2	0	S	9	                Buchnera aphidicola
  0.00	1	1	S1	118118	                  Buchnera aphidicola (Uroleucon sonchi)
  0.00	1	0	S1	261318	                  Buchnera aphidicola (Cinara cedri)
  0.00	1	1	S2	372461	                    Buchnera aphidicola BCc
  0.00	1	0	G	551	              Erwinia
  0.00	1	1	S	1922217	                Candidatus Erwinia haradaeae
  0.00	1	0	G	82986	              Tatumella
  0.00	1	1	S	82987	                Tatumella ptyseos
  0.00	5	0	F	1903411	            Yersiniaceae
  0.00	2	0	G	613	              Serratia
  0.00	1	1	S	615	                Serratia marcescens
  0.00	1	1	S	28151	                Serratia proteamaculans
  0.00	2	1	G	34037	              Rahnella
  0.00	1	0	G1	2635087	                unclassified Rahnella
  0.00	1	1	S	1805933	                  Rahnella sp. ERMR1:05
  0.00	1	1	G	629	              Yersinia
  0.00	2	0	F	1903414	            Morganellaceae
  0.00	1	0	G	581	              Morganella
  0.00	1	1	S	582	                Morganella morganii
  0.00	1	1	G	29487	              Photorhabdus
  0.00	1	0	F	1903410	            Pectobacteriaceae
  0.00	1	1	G	122277	              Pectobacterium
  0.00	1	0	F	1903412	            Hafniaceae
  0.00	1	1	G	635	              Edwardsiella
  0.00	1	0	F	1903416	            Budviciaceae
  0.00	1	0	G	2810357	              Jinshanibacter
  0.00	1	1	S	2498113	                Jinshanibacter zhutongyuii
  0.05	495	0	O	135614	          Xanthomonadales
  0.05	493	2	F	32033	            Xanthomonadaceae
  0.05	479	0	G	338	              Xanthomonas
  0.05	471	0	S	456327	                Xanthomonas euvesicatoria
  0.05	471	0	S1	359387	                  Xanthomonas euvesicatoria pv. alfalfae
  0.05	471	471	S2	1365647	                    Xanthomonas euvesicatoria pv. alfalfae CFBP 3836
  0.00	7	1	S	339	                Xanthomonas campestris
  0.00	6	0	S1	340	                  Xanthomonas campestris pv. campestris
  0.00	6	6	S2	1357998	                    Xanthomonas campestris pv. campestris str. CFBP 1712
  0.00	1	1	S	343	                Xanthomonas translucens
  0.00	8	3	G	40323	              Stenotrophomonas
  0.00	4	0	G1	995085	                Stenotrophomonas maltophilia group
  0.00	4	4	S	40324	                  Stenotrophomonas maltophilia
  0.00	1	0	G1	196198	                unclassified Stenotrophomonas
  0.00	1	1	S	2770322	                  Stenotrophomonas sp. 169
  0.00	3	0	G	68	              Lysobacter
  0.00	1	1	S	453783	                Lysobacter soli
  0.00	1	0	G1	2635362	                unclassified Lysobacter
  0.00	1	1	S	2925843	                  Lysobacter sp. S4-A87
  0.00	1	1	S	69	                Lysobacter enzymogenes
  0.00	1	0	G	83618	              Pseudoxanthomonas
  0.00	1	0	G1	2645906	                unclassified Pseudoxanthomonas
  0.00	1	1	S	2571115	                  Pseudoxanthomonas sp. X-1
  0.00	2	0	F	1775411	            Rhodanobacteraceae
  0.00	2	0	G	75309	              Rhodanobacter
  0.00	2	2	S	416169	                Rhodanobacter thiooxydans
  0.02	174	0	O	72274	          Pseudomonadales
  0.02	173	1	F	135621	            Pseudomonadaceae
  0.02	168	16	G	286	              Pseudomonas
  0.01	126	0	G1	136843	                Pseudomonas fluorescens group
  0.01	121	121	S	29442	                  Pseudomonas tolaasii
  0.00	2	2	S	294	                  Pseudomonas fluorescens
  0.00	1	1	S	76761	                  Pseudomonas veronii
  0.00	1	1	S	169669	                  Pseudomonas extremorientalis
  0.00	1	1	S	129817	                  Pseudomonas brenneri
  0.00	9	2	G1	196821	                unclassified Pseudomonas
